subject,predicate,object,target,relation,novelty
team,move,player,tent,goal,novel
Iran,throw,barrel,barrel,goal,novel
SelectedIndex,specify,index,image,goal,novel
end,translate,instruction,image,goal,novel
sculpture,mold,clay,image,goal,novel
sculpture,mold,clay,image,goal,novel
beholder,own,projection,image,goal,novel
beholder,own,projection,image,goal,novel
roll,mash,potato,roll,goal,novel
Russell,help,Amos,tent,goal,novel
Petyr,follow,renly,tent,goal,novel
nature,turn,leave,lawn,goal,novel
method,convert,slide,image,goal,novel
Moras,make,daughter,god,goal,novel
turtle,pull,head,head,goal,novel
turtle,pull,head,head,goal,novel
spider,find,way,tent,goal,novel
spider,find,way,tent,goal,novel
parade,make,way,square,goal,novel
parade,make,way,square,goal,novel
effect,bake,change,layer,goal,novel
foreground,bring,depth,image,goal,novel
foreground,bring,depth,image,goal,novel
computer,reconstruct,echo,image,goal,novel
Wizard,invite,Dorothy,balloon,goal,novel
screen,translate,digital,image,goal,novel
trio,take,Sekat,tent,goal,novel
trio,take,Sekat,tent,goal,novel
style,bring,life,layer,goal,novel
brain,translate,measurement,image,goal,novel
brain,translate,measurement,image,goal,novel
abolitionist,sew,pattern,pattern,goal,novel
camera,turn,datum,image,goal,novel
camera,turn,datum,image,goal,novel
EO,make,man,man,goal,novel
EO,make,man,man,goal,novel
video,offer,glimpse,image,goal,novel
video,offer,glimpse,image,goal,novel
Camel,poke,nose,tent,goal,novel
Camel,poke,nose,tent,goal,novel
culture,conform,Christ,image,goal,novel
culture,conform,Christ,image,goal,novel
scouter,bring,food,tent,goal,novel
Cut,press,tofu,square,goal,novel
Hyland,make,run,square,goal,novel
Jael,invite,Sisera,tent,goal,novel
Isaac,bring,Rebekah,tent,goal,novel
leave,work,way,lawn,goal,novel
leave,work,way,lawn,goal,novel
Daniel,pursue,Amonet,tent,goal,novel
man,invite,son,man,goal,novel
man,invite,son,man,goal,novel
other,turn,Parliament,alphabet,goal,novel
Aragorn,follow,messenger,tent,goal,novel
help,put,motion,joint,goal,novel
minute,show,zoom,image,goal,novel
specie,roll,dung,roll,goal,novel
specie,roll,dung,roll,goal,novel
grub,stick,knife,lawn,goal,novel
grubs,stick,knife,lawn,goal,novel
earthquake,turn,Santo,tent,goal,novel
earthquake,turn,Santo,tent,goal,novel
operator,send,air,air,goal,novel
operator,send,air,air,goal,novel
Vatanen,build,layer,layer,goal,novel
housecarl,throw,head,head,goal,novel
housecarl,throw,head,head,goal,novel
field,stick,head,head,goal,novel
beetle,deposit,egg,layer,goal,novel
beetle,deposit,egg,layer,goal,novel
Photomatix,merge,photo,image,goal,novel
frame,draw,viewer,image,goal,novel
Vsevolod,call,man,man,goal,novel
Serpent,change,man,man,goal,novel
beam,translate,radiation,image,goal,novel
neck,push,head,head,goal,novel
neck,push,head,head,goal,novel
computer,translate,information,image,goal,novel
computer,translate,information,image,goal,novel
history,turn,situation,hostage,goal,novel
letter,oin,image,image,goal,novel
queen,lure,god,queen,goal,novel
fortress,turn,inhabitant,hostage,goal,novel
water,make,transformation,loaf,goal,novel
Thomas,bring,rock,rock,goal,novel
secretary,move,flag,flag,goal,novel
urler,convert,word,image,goal,novel
turtle,pull,head,head,goal,novel
turtle,pull,head,head,goal,novel
hand,roll,mixture,roll,goal,novel
hand,roll,mixture,roll,goal,novel
photo,bring,viewer,image,goal,novel
kiln,dry,sand,joint,goal,novel
year,bring,anticipation,tent,goal,novel
system,break,image,image,goal,novel
system,break,image,image,goal,novel
attacker,throw,grenade,tent,goal,novel
termite,find,way,tent,goal,novel
Layer,provide,visibility,layer,goal,novel
group,find,way,tent,goal,novel
Converter,convert,pdf,image,goal,novel
crane,lower,hook,hook,goal,novel
crane,lower,hook,hook,goal,novel
œYou,turn,Java,lawn,goal,novel
Phinehas,follow,couple,tent,goal,novel
one,manage,way,one,goal,novel
Mac,transform,design,image,goal,novel
God,transform,live,image,goal,novel
student,make,way,tent,goal,novel
chop,layer,vegetable,layer,goal,novel
Mapplethorpe,burn,coolness,image,goal,novel
error,turn,computer,god,goal,novel
crowd,make,way,square,goal,novel
crowd,make,way,square,goal,novel
Greeks,sculpt,god,god,goal,novel
flap,cover,entrance,tent,goal,novel
man,include,restoration,man,goal,novel
attacker,sink,tooth,monk,goal,novel
attacker,sink,tooth,monk,goal,novel
artist,translate,concept,image,goal,novel
artist,translate,concept,image,goal,novel
hand,roll,mixture,roll,goal,novel
hand,roll,mixture,roll,goal,novel
sin,turn,bearer,image,goal,novel
other,toss,moth,tent,goal,novel
industry,wrap,tentacle,layer,goal,novel
industry,wrap,tentacle,layer,goal,novel
spider,find,way,tent,goal,novel
spider,find,way,tent,goal,novel
organ,transform,light,image,goal,novel
person,turn,word,image,goal,novel
larva,roll,leaf,roll,goal,novel
larva,roll,leaf,roll,goal,novel
humanity,make,transformation,saint,goal,novel
plane,divide,granite,layer,goal,novel
printer,split,part,layer,goal,novel
printer,split,part,layer,goal,novel
Photomatix,merge,photo,image,goal,novel
someone,spray,mace,mace,goal,novel
Dante,bury,head,head,goal,novel
psychedelic,give,insight,layer,goal,novel
short,empty,glass,lawn,goal,novel
impatience,push,Abram,tent,goal,novel
impatience,push,Abram,tent,goal,novel
Baker,push,cross,lawn,goal,novel
guard,pop,head,head,goal,novel
solenoid,fire,pin,balloon,goal,novel
solenoid,fire,pin,balloon,goal,novel
layer,compile,language,layer,goal,novel
Beatrice,find,way,tent,goal,novel
algorithm,convert,pattern,pattern,goal,novel
ice,turn,hollow,ice,goal,novel
trish,take,lexi,lawn,goal,novel
hand,roll,mixture,roll,goal,novel
hand,roll,mixture,roll,goal,novel
religion,make,man,man,goal,novel
woman,turn,woman,image,goal,novel
saint,inch,way,saint,goal,novel
saint,inch,way,saint,goal,novel
developer,decompose,architecture,layer,goal,novel
developer,decompose,architecture,layer,goal,novel
BallotNow,scan,ballot,image,goal,novel
people,bake,text,image,goal,novel
implication,make,window,window,goal,novel
implication,make,window,window,goal,novel
secretary,move,flag,flag,goal,novel
man,send,son,man,goal,novel
man,send,son,man,goal,novel
bug,make,way,tent,goal,novel
family,play,factor,image,goal,novel
family,play,factor,image,goal,novel
curse,slam,hole,hole,goal,novel
GPS,coordinate,datum,image,goal,novel
man,lift,child,man,goal,novel
man,lift,child,man,goal,novel
Isaac,bring,Rebekah,tent,goal,novel
number,translate,sensation,image,goal,novel
cable,tie,neighbour,tent,goal,novel
Photoshop,split,channel,layer,goal,novel
Sherman,draw,viewer,image,goal,novel
Abraham,invite,stranger,tent,goal,novel
colonel,form,regiment,square,goal,novel
colonel,form,regiment,square,goal,novel
Campbell,offer,glimpse,layer,goal,novel
woman,trick,man,man,goal,novel
salvation,mean,restoration,image,goal,novel
officer,allow,dog,tent,goal,novel
system,introduce,distortion,image,goal,novel
Mapplethorpe,burn,coolness,image,goal,novel
fall,draw,viewer,image,goal,novel
falls,draw,viewer,image,goal,novel
Parvati,breathe,life,image,goal,novel
shape,breathe,life,image,goal,novel
artist,bring,thought,image,goal,novel
artist,bring,thought,image,goal,novel
Ricochet,put,Fox,accordion,goal,novel
barker,lure,audience,tent,goal,novel
uniform,herd,miner,uniform,goal,novel
enhancement,draw,viewer,image,goal,novel
fun,manipulate,photo,image,goal,novel
Father,conform,child,image,goal,novel
Father,conform,child,image,goal,novel
Muhammad,take,Saffiyah,tent,goal,novel
observatory,convert,wavelength,image,goal,novel
observatory,convert,wavelength,image,goal,novel
fortress,turn,inhabitant,hostage,goal,novel
circle,inscribe,t,square,goal,novel
circle,inscribe,t,square,goal,novel
hand,roll,mix,roll,goal,novel
Tanner,duck,head,head,goal,novel
endoscope,call,arthroscope,joint,goal,novel
Spidey,turn,Pyramid,square,goal,novel
Mapplethorpe,burn,coolness,image,goal,novel
Christ,transform,lover,lover,goal,novel
industry,wrap,tentacle,layer,goal,novel
industry,wrap,tentacle,layer,goal,novel
pastor,believe,transformation,image,goal,novel
Narvaez,lead,man,man,goal,novel
man,mow,obscenity,man,goal,novel
resident,generalize,force,image,goal,novel
beetle,deposit,egg,layer,goal,novel
beetle,deposit,egg,layer,goal,novel
river,carve,path,layer,goal,novel
river,carve,path,layer,goal,novel
Padden,lob,ball,square,goal,novel
potter,open,hole,hole,goal,novel
potter,open,hole,hole,goal,novel
Jesus,turn,sinner,saint,goal,novel
Blois,transform,Reynald,saint,goal,novel
Shine,leave,pattern,pattern,goal,novel
production,turn,everything,image,goal,novel
everyone,use,stamp,stamp,agent,established
Perry,describe,experience,soldier,agent,established
Russia,take,place,partner,agent,established
Simon,enjoy,Meg,man,agent,established
team,develop,game,master,agent,established
Mutoro,hail,IDS,pioneer,agent,established
Kaballah,represent,god,father,agent,established
Kaballah,represent,god,father,agent,established
venom,wait,â,man,agent,established
venom,wait,â,man,agent,established
Israel,track,people,track,agent,established
Bantox,select,Balbalan,pilot,agent,established
NS,lend,hand,hand,agent,established
Lane,secure,position,clerk,agent,established
Tin,get,start,dog,agent,established
Helfgott,keep,diary,husband,agent,established
world,select,Americans,watchdog,agent,established
Obama,portray,Hagel,man,agent,established
Marion,know,swamp,like,agent,established
people,use,skirmisher,people,agent,established
bowerbird,make,nest,nest,agent,established
Cube,defend,rouse,form,agent,established
pathway,bow,head,head,agent,established
pathway,bow,head,head,agent,established
woman,make,impact,pilot,agent,established
Leung,celebrate,birthday,mother,agent,established
datum,distinguish,company,partner,agent,established
Euronews,reinforce,leadership,pioneer,agent,established
fernande,take,charge,master,agent,established
man,sell,daughter,man,agent,established
man,sell,daughter,man,agent,established
motorcycle,lead,way,motorcycle,agent,established
Post,devise,community,model,agent,established
Tebbit,attack,measure,form,agent,established
edison,hide,spoon,spoon,agent,established
Jesus,relate,care,like,agent,established
cranewing,take,Firepaw,apprentice,agent,established
woman,bear,child,child,agent,established
woman,bear,child,child,agent,established
radio,praise,Karadzic,radio,agent,established
Bolsheviks,see,soviet,see,agent,established
Bolsheviks,see,soviet,see,agent,established
woman,see,prostitution,form,agent,established
worker,subsidize,profession,like,agent,established
people,keep,pet,people,agent,established
source,describe,suspect,pirate,agent,established
year,see,turmoil,see,agent,established
bank,select,Metlife,bank,agent,established
model,represent,precipitation,model,agent,established
exhibition,consider,game,form,agent,established
exhibition,consider,game,form,agent,established
paper,explore,FBST,paper,agent,established
people,need,shark,people,agent,established
counselor,spend,night,pioneer,agent,established
counselor,spend,night,pioneer,agent,established
child,make,life,child,agent,established
Lord,evaluate,role,wife,agent,established
Lord,evaluate,role,wife,agent,established
child,trust,Christ,child,agent,established
Facebook,hail,MomentCam,model,agent,established
Feibusch,make,name,name,agent,established
song,take,place,father,agent,established
farm,impact,work,farm,agent,established
farm,impact,work,farm,agent,established
polo,call,timeout,champion,agent,established
Facebook,hail,MomentCam,model,agent,established
pundit,treat,midterm,like,agent,established
pundit,treat,midterm,like,agent,established
everyone,use,stamp,stamp,agent,established
Perry,describe,experience,soldier,agent,established
Russia,take,place,partner,agent,established
Simon,enjoy,Meg,man,agent,established
team,develop,game,master,agent,established
Mutoro,hail,IDS,pioneer,agent,established
Kaballah,represent,god,father,agent,established
Kaballah,represent,god,father,agent,established
venom,wait,â,man,agent,established
venom,wait,â,man,agent,established
Israel,track,people,track,agent,established
Bantox,select,Balbalan,pilot,agent,established
NS,lend,hand,hand,agent,established
Lane,secure,position,clerk,agent,established
Tin,get,start,dog,agent,established
Helfgott,keep,diary,husband,agent,established
world,select,Americans,watchdog,agent,established
Obama,portray,Hagel,man,agent,established
Marion,know,swamp,like,agent,established
people,use,skirmisher,people,agent,established
bowerbird,make,nest,nest,agent,established
Cube,defend,rouse,form,agent,established
pathway,bow,head,head,agent,established
pathway,bow,head,head,agent,established
woman,make,impact,pilot,agent,established
Leung,celebrate,birthday,mother,agent,established
datum,distinguish,company,partner,agent,established
Euronews,reinforce,leadership,pioneer,agent,established
fernande,take,charge,master,agent,established
man,sell,daughter,man,agent,established
man,sell,daughter,man,agent,established
motorcycle,lead,way,motorcycle,agent,established
Post,devise,community,model,agent,established
Tebbit,attack,measure,form,agent,established
edison,hide,spoon,spoon,agent,established
Jesus,relate,care,like,agent,established
cranewing,take,Firepaw,apprentice,agent,established
woman,bear,child,child,agent,established
woman,bear,child,child,agent,established
radio,praise,Karadzic,radio,agent,established
Bolsheviks,see,soviet,see,agent,established
Bolsheviks,see,soviet,see,agent,established
woman,see,prostitution,form,agent,established
worker,subsidize,profession,like,agent,established
people,keep,pet,people,agent,established
source,describe,suspect,pirate,agent,established
year,see,turmoil,see,agent,established
bank,select,Metlife,bank,agent,established
model,represent,precipitation,model,agent,established
exhibition,consider,game,form,agent,established
exhibition,consider,game,form,agent,established
paper,explore,FBST,paper,agent,established
people,need,shark,people,agent,established
counselor,spend,night,pioneer,agent,established
counselor,spend,night,pioneer,agent,established
child,make,life,child,agent,established
Lord,evaluate,role,wife,agent,established
Lord,evaluate,role,wife,agent,established
child,trust,Christ,child,agent,established
Facebook,hail,MomentCam,model,agent,established
Feibusch,make,name,name,agent,established
song,take,place,father,agent,established
farm,impact,work,farm,agent,established
farm,impact,work,farm,agent,established
polo,call,timeout,champion,agent,established
Facebook,hail,MomentCam,model,agent,established
pundit,treat,midterm,like,agent,established
pundit,treat,midterm,like,agent,established
Sliema,identify,Megrahi,man,agent,established
Chun,reveal,identity,husband,agent,established
Morsi,libel,Jews,ape,agent,established
government,sanction,attack,like,agent,established
partner,serve,up,partner,agent,established
Chile,remember,Hurtado,man,agent,established
delegate,champion,document,champion,agent,established
lover,serve,lady,like,agent,established
funeral,take,place,soldier,agent,established
DONT,want,people,people,agent,established
Adam,know,Eve,wife,agent,established
-PRON-,see,mother,see,agent,established
Americans,see,China,rival,agent,established
jacket,represent,place,captain,agent,established
researcher,use,psoriasis,model,agent,established
Daniel,embrace,role,slave,agent,established
Jesus,embrace,role,slave,agent,established
discharge,label,individual,label,agent,established
meridian,use,acupressure,form,agent,established
God,give,authority,husband,agent,established
Thalmic,send,mare,champion,agent,established
Romania,treat,Bessarabia,like,agent,established
Jesus,incarnate,God,man,agent,established
space,envelop,subject,form,agent,established
Elliott,start,career,pilot,agent,established
Iannucci,attack,crease,crease,agent,established
Britain,find,voice,man,agent,established
Judge,roll,eye,eye,agent,established
Reigns,make,sense,partner,agent,established
William,farm,land,farm,agent,established
skill,require,registration,apprentice,agent,established
skill,require,registration,apprentice,agent,established
game,address,player,address,agent,established
people,continue,work,people,agent,established
conservative,see,KKK,see,agent,established
Rome,sell,child,child,agent,established
Koran,describe,Jews,monkey,agent,established
Koran,describe,Jews,monkey,agent,established
form,describe,Shiva,form,agent,established
God,exercise,privilege,parent,agent,established
people,accept,Christ,people,agent,established
year,win,acclaim,model,agent,established
dog,see,human,dog,agent,established
author,conduct,study,author,agent,established
author,conduct,study,author,agent,established
Lopez,begin,career,police,agent,established
Kerouac,use,interview,model,agent,established
thesis,explore,interview,form,agent,established
thesis,explore,interview,form,agent,established
community,remember,Vaughan,pioneer,agent,established
Ian,join,ActionSpace,volunteer,agent,established
crabs,inhabit,shell,shell,agent,established
Solovic,make,debut,author,agent,established
activist,understand,work,form,agent,established
activist,understand,work,form,agent,established
Misha,offer,service,mother,agent,established
Department,identify,transient,man,agent,established
Federation,declare,ground,ground,agent,established
bombing,produce,result,pilot,agent,established
bombing,produce,result,pilot,agent,established
Soskin,draw,Mohammed,pig,agent,established
mom,get,job,maid,agent,established
mom,get,job,maid,agent,established
Jesus,call,woman,priest,agent,established
Francis,take,story,model,agent,established
people,use,forum,people,agent,established
Joyce,choose,career,author,agent,established
author,identify,Jesus,author,agent,established
author,identify,Jesus,author,agent,established
monk,caress,bone,bone,agent,established
Ford,join,Siemens,partner,agent,established
Alexandra,work,cock,like,agent,established
Jackson,combine,faith,minister,agent,established
i,like,boss,like,agent,established
crony,use,nationalism,form,agent,established
crony,use,nationalism,form,agent,established
day,know,love,mother,agent,established
China,regard,India,rival,agent,established
course,cover,topic,cover,agent,established
Mennekes,see,NürnbergMesse,pioneer,agent,established
Jan,start,career,clerk,agent,established
tear,fill,eye,tear,agent,established
Cause,depict,Blagojevich,master,agent,established
Mike,work,nipple,like,agent,established
father,sound,lot,father,agent,established
Conference,honor,Harris,man,agent,established
tale,portray,Columbus,master,agent,established
tale,portray,Columbus,master,agent,established
carruther,characterize,me,form,agent,established
King,see,Thaksin,rival,agent,established
King,see,Thaksin,rival,agent,established
Ozzie,expect,trouble,police,agent,established
Court,reject,contention,mother,agent,established
donkey,require,boy,like,agent,established
senior,leave,Duke,champion,agent,established
barley,cover,god,cover,agent,established
Meacham,describe,Jefferson,man,agent,established
Library,regard,customer,partner,agent,established
Schwartz,begin,service,pilot,agent,established
child,fulfill,duty,child,agent,established
child,fulfill,duty,child,agent,established
study,include,type,type,agent,established
tome,outline,greatness,father,agent,established
tome,outline,greatness,father,agent,established
widow,name,Khadijah,widow,agent,established
case,serve,artist,model,agent,established
Draeger,spend,summer,summer,agent,established
Foster,enter,army,captain,agent,established
Hawthorne,enjoy,role,wife,agent,established
Kevin,start,career,apprentice,agent,established
chief,cite,MRDP,model,agent,established
manager,define,Weightloss,doctor,agent,established
dam,receive,title,dam,agent,established
Cambrai,play,chess,like,agent,established
partner,choose,Jayla,partner,agent,established
other,see,hukou,form,agent,established
Crossley,read,tale,author,agent,established
everyone,recognise,trustee,volunteer,agent,established
book,illustrate,Missouri,book,agent,established
book,illustrate,Missouri,book,agent,established
project,conceptualize,technology,form,agent,established
other,encourage,use,form,agent,established
boy,identify,Tanner,mother,agent,established
boy,identify,Tanner,mother,agent,established
Ritsu,capture,Ui,like,agent,established
land,wear,kaftan,land,agent,established
woman,take,job,police,agent,established
ViewQwest,gain,reputation,pioneer,agent,established
elliott,defend,work,mother,agent,established
member,write,complex,neighbor,agent,established
program,give,faculty,like,agent,established
program,give,faculty,like,agent,established
student,pursue,career,author,agent,established
Commission,view,EIT,form,agent,established
Commission,view,EIT,form,agent,established
Haggett,join,school,school,agent,established
canvas,embrace,pole,mother,agent,established
canvas,embrace,pole,mother,agent,established
ksatriya,respect,cow,mother,agent,established
Romania,receive,recognition,model,agent,established
MCFU,see,mco,partner,agent,established
Gordon,identify,writing,form,agent,established
verse,establish,authority,man,agent,established
Persians,use,son,slave,agent,established
Persians,use,son,slave,agent,established
speaker,hail,Tunisia,model,agent,established
speaker,hail,Tunisia,model,agent,established
Lainevool,join,firm,partner,agent,established
dragon,name,Azrael,name,agent,established
look,complete,stage,stage,agent,established
Maritime,maintain,position,pioneer,agent,established
sofa,hold,telephone,telephone,agent,established
father,receive,appointment,father,agent,established
father,receive,appointment,father,agent,established
hotel,treat,staff,like,agent,established
hotel,treat,staff,like,agent,established
member,face,season,face,agent,established
Gabi,study,Minders,doctor,agent,established
Neo,open,eye,eye,agent,established
family,start,day,slave,agent,established
family,start,day,slave,agent,established
face,use,product,face,agent,established
author,compute,abstention,author,agent,established
Eileen,mind,home,mother,agent,established
teacher,stand,firm,parent,agent,established
Leo,describe,interrogation,form,agent,established
Mimi,describe,immersion,form,agent,established
Vaeas,take,challenge,man,agent,established
China,feel,alot,like,agent,established
Christ,enter,world,man,agent,established
researcher,use,insect,model,agent,established
Goldman,see,book,book,agent,established
people,see,Pachamama,people,agent,established
Gilpin,make,debut,wife,agent,established
personnel,join,search,police,agent,established
owner,choose,WHI,partner,agent,established
Tulpa,earn,keep,man,agent,established
Colorado,value,role,parent,agent,established
dancehall,fashion,singer,star,agent,established
church,rediscover,role,mother,agent,established
Baer,begin,war,volunteer,agent,established
Europe,regard,austerity,mother,agent,established
writer,acknowledge,Larson,father,agent,established
boy,know,bush,like,agent,established
boy,know,bush,like,agent,established
backyard,pull,weed,weed,agent,established
Stark,take,Olyvar,squire,agent,established
Houessou,work,weekend,weekend,agent,established
Kelli,love,work,nurse,agent,established
Spinelli,describe,father,father,agent,established
Wignacourt,invest,Caravaggio,knight,agent,established
child,internalize,identity,child,agent,established
child,internalize,identity,child,agent,established
matysik,see,art,form,agent,established
Elcano,take,place,captain,agent,established
war,divide,Egypt,rival,agent,established
Otto,join,company,partner,agent,established
Rasia,give,name,name,agent,established
critic,identify,Lavigne,form,agent,established
flag,signify,Office,flag,agent,established
devotee,see,God,master,agent,established
devotee,see,God,master,agent,established
girl,identify,Pinchback,man,agent,established
datum,include,statistic,like,agent,established
Quinn,spend,time,volunteer,agent,established
everyone,understand,yoga,form,agent,established
establishment,see,fascism,see,agent,established
Vetis,take,Ifrit,husband,agent,established
people,like,sort,people,agent,established
people,like,sort,people,agent,established
father,continue,work,father,agent,established
Lorenzo,finish,race,champion,agent,established
Journal,expose,Wick,man,agent,established
UnKochmyCampus.org,list,AFT,list,agent,established
baby,recognize,woman,baby,agent,established
baby,recognize,woman,baby,agent,established
Schwartz,begin,career,apprentice,agent,established
Cliveden,present,slave,slave,agent,established
Thomas,present,populism,form,agent,established
kyle,explore,aspiration,doctor,agent,established
mother,find,job,mother,agent,established
mother,find,job,mother,agent,established
group,recognize,Idris,group,agent,established
group,recognize,Idris,group,agent,established
Thomas,perceive,compensation,form,agent,established
Lampton,start,work,clerk,agent,established
individual,use,urbanity,form,agent,established
individual,use,urbanity,form,agent,established
household,feel,squeeze,partner,agent,established
con,see,Putin,man,agent,established
con,see,Putin,man,agent,established
raider,seize,woman,wife,agent,established
Joseph,love,Jesus,father,agent,established
worker,justify,silence,form,agent,established
worker,justify,silence,form,agent,established
Joseph,take,Mary,wife,agent,established
room,see,Dara,room,agent,established
Asuka,envy,ability,pilot,agent,established
school,call,Educators,school,agent,established
Siller,volunteer,time,volunteer,agent,established
accord,declare,Musailama,partner,agent,established
Earthmen,treat,robot,slave,agent,established
Nino,describe,program,champion,agent,established
witness,record,explosion,police,agent,established
Protocol,promote,use,form,agent,established
Missouri,seek,admission,slave,agent,established
worker,invite,doctor,doctor,agent,established
worker,invite,doctor,doctor,agent,established
husband,identify,Reed,husband,agent,established
husband,identify,Reed,husband,agent,established
People,earn,money,author,agent,established
doctor,use,hcg,doctor,agent,established
doctor,use,hcg,doctor,agent,established
i,leave,job,apprentice,agent,established
people,live,life,people,agent,established
Sundaram,start,career,pilot,agent,established
history,hail,Lemass,father,agent,established
Cuddeback,serve,country,father,agent,established
Lilien,use,Herzl,model,agent,established
Lilinen,use,Herzel,model,agent,established
author,give,perspective,author,agent,established
author,give,perspective,author,agent,established
States,need,India,partner,agent,established
EU,regard,Ukraine,partner,agent,established
EU,regard,Ukraine,partner,agent,established
bottle,identify,CK,bottle,agent,established
Gaddafi,characterize,indictment,form,agent,established
advocate,affect,role,mother,agent,established
hand,grasp,bead,hand,agent,established
Testament,identify,covetousness,form,agent,established
Zoe,take,weenie,like,agent,established
God,pursue,Evan,like,agent,established
chimpanzee,watch,television,form,agent,established
Hinnawi,describe,Ideco,pioneer,agent,established
Wideman,describe,friend,master,agent,established
research,explore,celebrity,form,agent,established
research,explore,celebrity,form,agent,established
November,usher,excitement,usher,agent,established
division,treat,forest,forest,agent,established
corner,scratch,head,corner,agent,established
post,pay,bag,bag,agent,established
Jung,regard,eagle,father,agent,established
People,give,money,form,agent,established
Chvotkin,start,club,club,agent,established
denial,reach,peak,parent,agent,established
denial,reach,peak,parent,agent,established
Bayazid,hold,certification,master,agent,established
Krystyna,take,seat,seat,agent,established
family,attend,school,school,agent,established
Myers,begin,career,author,agent,established
Rahim,introduce,woman,wife,agent,established
Obama,cite,ECHO,model,agent,established
author,describe,pacifism,author,agent,established
author,describe,pacifism,author,agent,established
mother,lose,job,mother,agent,established
Eldridge,sip,bottle,bottle,agent,established
valley,flow,rivulet,like,agent,established
valley,flow,rivulet,like,agent,established
citizen,use,internet,form,agent,established
Barry,raise,flag,flag,agent,established
Ray,start,work,apprentice,agent,established
Christ,enter,death,man,agent,established
Rivlin,present,Nagin,man,agent,established
Verdonk,lose,post,minister,agent,established
people,express,will,people,agent,established
staff,know,child,child,agent,established
Taymor,handle,staging,like,agent,established
behavior,describe,experience,parent,agent,established
Sharks,end,season,champion,agent,established
shark,end,season,champion,agent,established
teacher,see,grade,form,agent,established
side,engage,police,police,agent,established
Hiyori,see,Hikifune,see,agent,established
Green,make,appearance,man,agent,established
Companion,dedicate,orchid,form,agent,established
Companion,dedicate,orchid,form,agent,established
Russia,see,China,partner,agent,established
Navy,send,ship,ship,agent,established
photograph,identify,subject,photograph,agent,established
schedule,discharge,duty,schedule,agent,established
people,see,government,people,agent,established
group,count,Smart,group,agent,established
group,count,Smart,group,agent,established
Gauci,identify,Megrahi,man,agent,established
Obi,describe,Soludo,man,agent,established
man,seek,employment,man,agent,established
man,seek,employment,man,agent,established
Weaver,begin,career,apprentice,agent,established
Trinity,teach,Adam,like,agent,established
Trinity,teach,Adam,like,agent,established
Empire,use,Wookiees,slave,agent,established
Empire,use,Wookiees,slave,agent,established
Baiev,discuss,experience,doctor,agent,established
service,include,patient,partner,agent,established
chicken,marry,dog,chicken,agent,established
earth,confess,Jesus,earth,agent,established
Motley,assess,terrorism,form,agent,established
Dictionary.com,define,hero,man,agent,established
budget,attract,controversy,model,agent,established
player,praise,Cityscape,star,agent,established
deal,require,credit,master,agent,established
deal,require,credit,master,agent,established
Nast,take,mantle,pioneer,agent,established
University,honor,Kline,master,agent,established
citizen,speak,Setswana,mother,agent,established
show,feature,Rob,father,agent,established
show,feature,Rob,father,agent,established
image,depict,Pan,man,agent,established
Jorgensen,join,project,partner,agent,established
submission,reveal,Soludo,man,agent,established
submission,reveal,Soludo,man,agent,established
Mike,buy,computer,wife,agent,established
worm,make,body,worm,agent,established
worm,make,body,worm,agent,established
Kantor,describe,Wright,man,agent,established
Maghraby,misuse,position,minister,agent,established
bully,take,power,bully,agent,established
bully,take,power,bully,agent,established
fume,blacken,air,air,agent,established
Deshmukh,abdicate,post,minister,agent,established
Nibali,cement,status,cement,agent,established
eyewitness,identify,intruder,soldier,agent,established
Washington,use,house,house,agent,established
Judah,choose,Tamar,wife,agent,established
Grieco,begin,career,model,agent,established
Saul,offer,daughter,wife,agent,established
Muawiya,join,army,soldier,agent,established
Rodgers,instal,Suarez,captain,agent,established
tradition,see,effort,form,agent,established
instinct,support,role,mother,agent,established
dog,perceive,child,dog,agent,established
dog,perceive,child,dog,agent,established
farmer,use,Bahurutshe,slave,agent,established
school,nourish,student,school,agent,established
people,entertain,grace,people,agent,established
guy,know,island,like,agent,established
Hailey,embrace,status,captain,agent,established
Erekson,join,Metcalf,champion,agent,established
Kobalia,start,career,minister,agent,established
license,authorize,operator,volunteer,agent,established
hell,hath,fury,like,agent,established
Salama,make,debut,pilot,agent,established
prophet,describe,David,model,agent,established
prophet,describe,David,model,agent,established
history,depict,war,man,agent,established
servicemember,find,employment,police,agent,established
wave,slap,shore,star,agent,established
Catholics,know,priest,priest,agent,established
group,use,zebrafish,group,agent,established
work,show,Cawdrey,man,agent,established
work,show,Cawdrey,man,agent,established
conductor,treat,player,partner,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
Freund,earn,reputation,author,agent,established
Pelham,end,novel,man,agent,established
Allton,complete,paper,paper,agent,established
film,star,Hall,film,agent,established
Marc,begin,career,volunteer,agent,established
precedent,establish,creation,model,agent,established
Smith,describe,childhood,slave,agent,established
leader,see,nonprofit,see,agent,established
up,hawk,campaign,man,agent,established
people,see,art,people,agent,established
Anthony,share,experience,share,agent,established
Aldrin,join,Airforce,pilot,agent,established
lid,save,face,lid,agent,established
book,claim,Solomon,book,agent,established
book,claim,Solomon,book,agent,established
Rodricks,make,debut,author,agent,established
Ahmadinejad,portray,Iran,model,agent,established
man,know,Torah,man,agent,established
David,describe,God,shepherd,agent,established
custom,build,desk,like,agent,established
sodalist,take,Mary,model,agent,established
father,present,Stags,father,agent,established
hand,massage,ass,hand,agent,established
Paul,introduce,Jesus,man,agent,established
version,present,Argentina,model,agent,established
