utterance,year,relation,target,object,verb
get_vvg a_at1 match_nn1 from_ii the_at mantelpiece_nn1 ,1927,locatum_out,match,mantelpiece,get
take_vvz a_at1 match_nn1 from_ii an_at1 ash_nn1 ,1930,locatum_out,match,ash,take
be_vbdr match_nn2 on_ii his_appge bureau_nn1 ,1930,locatum_on,match,bureau,be
strike_vvd_vvn a_at1 match_nn1 on_ii his_appge thumbnail_nn1 ,1931,locatum_on,match,thumbnail,strike
throw_vvd the_at match_nn1 from_ii his_appge cigarette_nn1 ,1932,locatum_out,match,cigarette,throw
strike_vv0_nn1 a_at1 match_nn1 on_ii the_at brick_nn2 ,1935,locatum_on,match,brick,strike
strike_vvg a_at1 match_nn1 on_ii his_appge slipper_nn1 ,1938,locatum_on,match,slipper,strike
scratch_vvd a_at1 match_nn1 on_ii his_appge box_nn1 ,1938,locatum_on,match,box,scratch
strike_vvd a_at1 match_nn1 on_ii his_appge thumbnail_nn1 ,1940,locatum_on,match,thumbnail,strike
throw_vvg the_at match_nn1 on_ii the_at floor_nn1 ,1941,locatum_on,match,floor,throw
take_vvd a_at1 match_nn1 from_ii his_appge pocket_nn1 ,1942,locatum_out,match,pocket,take
pull_vvd a_at1 match_nn1 from_ii his_appge pocket_nn1 ,1942,locatum_out,match,pocket,pull
scratch_vvd a_at1 match_nn1 on_ii his_appge thumbnail_nn1 ,1943,locatum_on,match,thumbnail,scratch
strike_vvd a_at1 match_nn1 on_ii the_at chimney_nn1 ,1944,locatum_on,match,chimney,strike
fling_vvd the_at match_nn1 on_ii the_at floor_nn1 ,1945,locatum_on,match,floor,fling
take_vvz match_nn1 from_ii his_appge pocket_nn1 ,1946,locatum_out,match,pocket,take
scratch_vvd a_at1 match_nn1 on_ii his_appge shoe_nn1 ,1947,locatum_on,match,shoe,scratch
strike_vvd a_at1 match_nn1 on_ii his_appge thigh_nn1 ,1947,locatum_on,match,thigh,strike
have_vhd trouble_nn1 with_iw their_appge match_nn2 ,1948,instrument,match,trouble,have
throw_vvd the_at match_nn1 on_ii the_at floor_nn1 ,1948,locatum_on,match,floor,throw
take_vvd a_at1 match_nn1 from_ii the_at box_nn1 ,1949,locatum_out,match,box,take
take_vvz a_at1 match_nn1 from_ii the_at table_nn1 ,1949,locatum_out,match,table,take
strike_vvz a_at1 match_nn1 on_ii the_at poster_nn1 ,1949,locatum_on,match,poster,strike
shield_vvd the_at light_nn1_jj from_ii a_at1 match_nn1 ,1950,location_out,match,light,shield
drop_vvd_vvn the_at match_nn1 on_ii the_at floor_nn1 ,1951,locatum_on,match,floor,drop
pull_vvd a_at1 match_nn1 from_ii his_appge pocket_nn1 ,1952,locatum_out,match,pocket,pull
drop_vvz the_at match_nn1 on_ii the_at floor_nn1 ,1952,locatum_on,match,floor,drop
pick_vvd a_at1 match_nn1 from_ii his_appge block_nn1 ,1952,locatum_out,match,block,pick
protect_vvi the_at match_nn1 from_ii the_at eye_nn1 ,1954,locatum_out,match,eye,protect
sharpen_vv0 their_appge tooth_nn2 on_ii the_at match_nn2 ,1954,location_on,match,tooth,sharpen
set_vvd_vv0_vvn his_appge foot_nn1 on_ii the_at match_nn1 ,1955,location_on,match,foot,set
take_vvg a_at1 match_nn1 from_ii the_at aussie_nn2 ,1955,locatum_out,match,aussie,take
pick_vvd his_appge tooth_nn2 with_iw a_at1 match_nn1 ,1956,instrument,match,tooth,pick
play_vvg the_at match_nn1 from_ii a_at1 clubhouse_nn1 ,1957,locatum_out,match,clubhouse,play
light_vvi a_at1 cigarette_nn1 from_ii a_at1 match_nn1 ,1959,location_out,match,cigarette,light
would_vm a_at1 gardener_nn1 be_vbi a_at1 match_nn1 ,1960,goal,match,gardener,would
lay_vvd_vvn the_at match_nn1 on_ii the_at edge_nn1 ,1960,locatum_on,match,edge,lay
be_vbn bet_nn1 on_ii the_at match_nn1 ,1962,location_on,match,bet,be
strike_vvd a_at1 match_nn1 on_ii his_appge shoe_nn1 ,1962,locatum_on,match,shoe,strike
snap_vvz the_at mainmast_nn1 like_ii a_at1 match_nn1 ,1963,agent,match,mainmast,snap
light_vvd_vvn its_appge fuse_nn1 with_iw a_at1 match_nn1 ,1964,instrument,match,fuse,light
pop_vvd a_at1 match_nn1 on_ii the_at dash_nn1 ,1965,locatum_on,match,dash,pop
break_vvd his_appge hand_nn1 like_ii a_at1 match_nn1 ,1965,agent,match,hand,break
strike_vv0 a_at1 match_nn1 on_ii his_appge thumbnail_nn1 ,1969,locatum_on,match,thumbnail,strike
strike_vvz a_at1 match_nn1 on_ii his_appge thumbnail_nn1 ,1969,locatum_on,match,thumbnail,strike
strike_vvz a_at1 match_nn1 on_ii a_at1 street_nn1 ,1973,locatum_on,match,street,strike
make_vvn a_at1 church_nn1 with_iw his_appge match_nn2 ,1978,instrument,match,church,make
pout_vvi his_appge way_nn1 through_ii the_at match_nn1 ,1978,instrument,match,way,pout
take_vvz the_at match_nn1 from_ii the_at sugar_nn1 ,1979,locatum_out,match,sugar,take
take_vvz the_at match_nn1 from_ii the_at sugar_nn1 ,1979,locatum_out,match,sugar,take
strike_vvd_vvn a_at1 match_nn1 on_ii the_at seat_nn1 ,1982,locatum_on,match,seat,strike
throw_vvn a_at1 match_nn1 onto_ii a_at1 pile_nn1 ,1982,locatum_on,match,pile,throw
strike_vvd_vvn a_at1 match_nn1 on_ii his_appge pant_nn2 ,1983,locatum_on,match,pant,strike
get_vvz match_nn2 from_ii the_at table_nn1 ,1986,locatum_out,match,table,get
strike_vvi a_at1 match_nn1 on_ii a_at1 girl_nn1 ,1987,locatum_on,match,girl,strike
force_vvd_vvn her_appge withdrawal_nn1 from_ii her_appge match_nn1 ,1989,location_out,match,withdrawal,force
strike_vvg the_at match_nn1 on_ii her_appge boot_nn1 ,1997,locatum_on,match,boot,strike
find_vvz the_at candelero_nn1 with_iw the_at match_nn2 ,1998,instrument,match,candelero,find
strike_vvd_vvn a_at1 match_nn1 on_ii the_at underside_nn1 ,1999,locatum_on,match,underside,strike
say_vvd dryel_np1 be_vbdz no_at match_nn1 ,2000,goal,match,dryel,say
get_vvn the_at match_nn2 from_ii my_appge grandmother_nn1 ,2000,locatum_out,match,grandmother,get
light_vvd the_at cigarette_nn1 with_iw a_at1 match_nn1 ,2002,instrument,match,cigarette,light
get_vv0 the_at match_nn2 from_ii the_at kitchen_nn1 ,2004,locatum_out,match,kitchen,get
toss_vvg the_at match_nn1 on_ii the_at fuel_nn1 ,2009,locatum_on,match,fuel,toss
enter_vvi my_appge mind_nn1 during_ii a_at1 match_nn1 ,2009,duration,match,mind,enter
get_vvi a_at1 match_nn1 on_ii her_appge print_nn2 ,2009,locatum_on,match,print,get
have_vh0 match_nn2 on_ii your_appge person_nn1 ,2009,locatum_on,match,person,have
remove_vvz the_at rubber_nn1_jj from_ii the_at mix_nn1 ,1922,location_out,mix,rubber,remove
blame_vvz the_at outbreak_nn1 on_ii the_at mix_nn1_vvg ,1955,location_on,mix,outbreak,blame
twiddle_vvn the_at dial_nn2 on_ii their_appge mix_nn1 ,1976,location_on,mix,dial,twiddle
trail_vv0_nn1 mix_nn2 from_ii the_at procter_nn1_np1 ,1988,locatum_out,mix,procter,trail
adjust_vvg the_at carburetor_nn1 on_ii a_at1 mix_nn1 ,1989,location_on,mix,carburetor,adjust
pluck_vvg pluto_np1 from_ii the_at mix_nn1 ,1999,location_out,mix,pluto,pluck
stroke_vvg her_appge frond_nn2 with_iw a_at1 mix_nn1 ,2007,instrument,mix,frond,stroke
eye_vvg lizzie_np1 with_iw a_at1 mix_nn1 ,2009,instrument,mix,lizzie,eye
gain_vvi intelligence_nn1 from_ii the_at nurse_nn1 ,1834,location_out,nurse,intelligence,gain
send_vv0 the_at nurse_nn1 from_ii the_at room_nn1 ,1835,locatum_out,nurse,room,send
disguise_vvi its_appge effect_nn2 from_ii the_at nurse_nn1 ,1839,location_out,nurse,effect,disguise
spend_vvi the_at afternoon_nnt1 with_iw your_appge nurse_nn1 ,1853,instrument,nurse,afternoon,spend
get_vvg her_appge child_nn1 from_ii the_at nurse_nn1 ,1862,location_out,nurse,child,get
seek_vvd a_at1 situation_nn1 as_ii_csa a_at1 nurse_nn1 ,1869,agent,nurse,situation,seek
try_vvi her_appge power_nn2 as_ii_csa a_at1 nurse_nn1 ,1869,agent,nurse,power,try
finish_vvi my_appge education_nn1 as_ii_csa a_at1 nurse_nn1 ,1869,agent,nurse,education,finish
leave_vvd_vvn their_appge marks_nn2 on_ii the_at nurse_nn1 ,1870,location_on,nurse,marks,leave
cut_vvg your_appge tooth_nn2 on_ii your_appge nurse_nn1 ,1870,location_on,nurse,tooth,cut
leave_vvi direction_nn2 with_iw your_appge nurse_nn1 ,1871,instrument,nurse,direction,leave
keep_vvz johnny_np1 with_iw the_at nurse_nn1 ,1872,instrument,nurse,johnny,keep
play_vvn its_appge part_nn1 as_ii_csa the_at nurse_nn1 ,1877,agent,nurse,part,play
earn_vvi her_appge_ppho1 living_nn1_vvg_jj as_ii_csa a_at1 nurse_nn1 ,1877,agent,nurse,living,earn
supersede_vvd grace_np1 as_ii_csa a_at1 nurse_nn1 ,1881,agent,nurse,grace,supersede
take_vvg her_appge baby_nn1 from_ii the_at nurse_nn1 ,1886,location_out,nurse,baby,take
regard_vvi his_appge daughter_nn1 as_ii his_appge nurse_nn1 ,1888,agent,nurse,daughter,regard
meet_vvd the_at nurse_nn1 on_ii the_at stair_nn2 ,1905,locatum_on,nurse,stair,meet
sow_vvg_nn1 clover_nn1 with_iw a_at1 nurse_nn1 ,1906,instrument,nurse,clover,sow
touch_vvg his_appge friendship_nn1 with_iw the_at nurse_nn1 ,1909,instrument,nurse,friendship,touch
be_vbdz a_at1 letter_nn1 from_ii the_at nurse_nn2 ,1915,location_out,nurse,letter,be
offer_vvi my_appge service_nn2 as_ii_csa a_at1 nurse_nn1 ,1915,agent,nurse,service,offer
order_vvd the_at nurse_nn1 from_ii the_at room_nn1 ,1915,locatum_out,nurse,room,order
have_vhd breakfast_nn1 with_iw her_appge nurse_nn1 ,1917,instrument,nurse,breakfast,have
follow_vvd_vvn the_at nurse_nn1 from_ii the_at room_nn1 ,1918,locatum_out,nurse,room,follow
be_vbz harrison_np1 with_iw the_at nurse_nn1 ,1920,instrument,nurse,harrison,be
order_vvd_vvn the_at nurse_nn1 from_ii the_at room_nn1 ,1921,locatum_out,nurse,room,order
resume_vvi her_appge chair_nn1 as_ii_csa the_at nurse_nn1 ,1927,agent,nurse,chair,resume
tend_vvd cim_np1_nn1 like_ii a_at1 nurse_nn1 ,1930,agent,nurse,cim,tend
hear_vvn tale_nn2 from_ii his_appge nurse_nn2 ,1931,location_out,nurse,tale,hear
be_vbdz a_at1 nurse_nn1 from_ii a_at1 hospital_nn1 ,1933,locatum_out,nurse,hospital,be
refuse_vvn admittance_nn1 by_ii the_at nurse_nn1 ,1935,instrument,nurse,admittance,refuse
be_vbz goingto_nn1 be_vbi the_at nurse_nn1 ,1938,goal,nurse,goingto,be
be_vbdz my_appge duty_nn1 as_ii_csa a_at1 nurse_nn1 ,1942,agent,nurse,duty,be
get_vvi the_at nurse_nn1 on_ii the_at telephone_nn1 ,1943,locatum_on,nurse,telephone,get
be_vbdz a_at1 nurse_nn1 on_ii a_at1 hospital_nn1 ,1946,locatum_on,nurse,hospital,be
take_vvn the_at child_nn1 from_ii his_appge nurse_nn1 ,1946,location_out,nurse,child,take
be_vbdz no_at word_nn1 from_ii the_at nurse_nn1 ,1951,location_out,nurse,word,be
be_vbdz a_at1 nurse_nn1 from_ii a_at1 south_nd1 ,1953,locatum_out,nurse,south,be
shake_vvg hand_nn2 with_iw the_at nurse_nn1 ,1953,instrument,nurse,hand,shake
spend_vvg a_at1 year_nnt1 as_ii_csa a_at1 nurse_nn1 ,1954,agent,nurse,year,spend
screw_vvg a_at1 nurse_nn1 on_ii the_at side_nn1 ,1958,locatum_on,nurse,side,screw
summon_vvg a_at1 nurse_nn1 on_ii the_at floor_nn1 ,1967,locatum_on,nurse,floor,summon
wear_vvz a_at1 smock_nn1 like_ii the_at nurse_nn1 ,1968,agent,nurse,smock,wear
operate_vvg_nn1 table_nn1 as_ii_csa the_at nurse_nn1 ,1968,agent,nurse,table,operate
take_vvd the_at sponge_nn1 from_ii the_at nurse_nn1 ,1970,location_out,nurse,sponge,take
remember_vv0 a_at1 nurse_nn1 from_ii the_at hospital_nn1 ,1974,locatum_out,nurse,hospital,remember
say_vvd nurse_nn2 on_ii the_at floor_nn2 ,1976,locatum_on,nurse,floor,say
put_vvi the_at nurse_nn1 on_ii the_at spot_nn1 ,1977,locatum_on,nurse,spot,put
have_vhg her_appge supper_nn1 with_iw her_appge nurse_nn1 ,1977,instrument,nurse,supper,have
give_vvd the_at nurse_nn2 on_ii the_at floor_nn1 ,1977,locatum_on,nurse,floor,give
work_vvd_vvn night_nnt2 as_ii_csa a_at1 nurse_nn1 ,1978,agent,nurse,night,work
pay_vv0 the_at nurse_nn1 on_ii the_at way_nn1 ,1978,locatum_on,nurse,way,pay
have_vhg an_at1 affair_nn1 with_iw his_appge nurse_nn1 ,1984,instrument,nurse,affair,have
ask_vvg payment_nn1 from_ii a_at1 nurse_nn1 ,1987,location_out,nurse,payment,ask
diminish_vvi the_at workload_nn1 on_ii the_at nurse_nn2 ,1988,location_on,nurse,workload,diminish
take_vvn its_appge shape_nn1 from_ii the_at nurse_nn1 ,1992,location_out,nurse,shape,take
follow_vvd the_at nurse_nn1 from_ii the_at delivery_nn1 ,1995,locatum_out,nurse,delivery,follow
blend_vvi his_appge murmur_nn2 with_iw my_appge nurse_nn1 ,1998,instrument,nurse,murmur,blend
get_vvg news_nn1 from_ii the_at nurse_nn2 ,1999,location_out,nurse,news,get
put_vvz her_appge nurse_nn1 on_ii the_at floor_nn1 ,1999,locatum_on,nurse,floor,put
have_vhi a_at1 nurse_nn1 on_ii the_at ground_nn2 ,2000,locatum_on,nurse,ground,have
wake_vvg every_at1 hour_nnt1 as_ii_csa a_at1 nurse_nn1 ,2001,agent,nurse,hour,wake
spend_vvd lunch_nn1 on_ii the_at nurse_nn1 ,2001,location_on,nurse,lunch,spend
quit_vvi her_appge job_nn1 as_ii_csa a_at1 nurse_nn1 ,2001,agent,nurse,job,quit
put_vvd_vv0 her_appge hand_nn1 on_ii the_at nurse_nn1 ,2002,location_on,nurse,hand,put
say_vvd the_at nurse_nn1 from_ii the_at doorway_nn1 ,2002,locatum_out,nurse,doorway,say
take_vvd a_at1 job_nn1 as_ii_csa a_at1 nurse_nn1 ,2003,agent,nurse,job,take
be_vbn the_at case_nn1 with_iw their_appge nurse_nn1 ,2004,instrument,nurse,case,be
have_vhg an_at1 affair_nn1 with_iw a_at1 nurse_nn1 ,2005,instrument,nurse,affair,have
accept_vvd the_at cup_nn1 from_ii the_at nurse_nn1 ,2006,location_out,nurse,cup,accept
stand_vvd jim_np1 with_iw a_at1 nurse_nn1 ,2007,instrument,nurse,jim,stand
be_vbn my_appge nurse_nn1 from_ii the_at time_nnt1 ,2008,locatum_out,nurse,time,be
smack_vvg the_at nurse_nn2 on_ii the_at ass_nn1 ,2009,locatum_on,nurse,ass,smack
suck_vvi the_at poison_nn1 from_ii my_appge hand_nn1 ,1827,locatum_out,poison,hand,suck
draw_vv0 poison_nn1 from_ii their_appge mother_nn1 ,1833,locatum_out,poison,mother,draw
steal_vvg a_at1 sweetness_nn1 from_ii the_at poison_nn1 ,1844,location_out,poison,sweetness,steal
drink_vvd my_appge poison_nn1 from_ii its_appge brim_nn1 ,1859,locatum_out,poison,brim,drink
put_vvz no_at poison_nn1 on_ii its_appge edge_nn1 ,1863,locatum_on,poison,edge,put
suck_vvd_vvn the_at poison_nn1 from_ii his_appge wind_nn1 ,1869,locatum_out,poison,wind,suck
be_vbn poison_nn1 on_ii the_at knife_nn1 ,1871,locatum_on,poison,knife,be
be_vbdz no_at poison_nn1 on_ii the_at steel_nn1 ,1871,locatum_on,poison,steel,be
be_vbdz no_at poison_nn1 on_ii the_at blade_nn1 ,1871,locatum_on,poison,blade,be
draw_vvz the_at poison_nn1 from_ii every_at1 grief_nn1 ,1873,locatum_out,poison,grief,draw
expel_vvi the_at poison_nn1 from_ii the_at vein_nn2 ,1876,locatum_out,poison,vein,expel
deposit_vv0 poison_nn1 on_ii the_at spot_nn1 ,1878,locatum_on,poison,spot,deposit
draw_vv0 the_at poison_nn1 from_ii the_at sting_nn1 ,1880,locatum_out,poison,sting,draw
give_vvi the_at antidote_nn1 with_iw the_at poison_nn1 ,1887,instrument,poison,antidote,give
extract_vv0 the_at poison_nn1 from_ii the_at dart_nn1 ,1895,locatum_out,poison,dart,extract
inoculate_vvd her_appge system_nn1 with_iw the_at poison_nn1 ,1896,instrument,poison,system,inoculate
expel_vvg the_at poison_nn1 from_ii its_appge fang_nn2 ,1900,locatum_out,poison,fang,expel
extract_vvi the_at poison_nn1 from_ii her_appge lip_nn2 ,1905,locatum_out,poison,lip,extract
gain_vvn the_at throne_nn1 by_ii the_at poison_nn1 ,1907,instrument,poison,throne,gain
jj_vv0 eat_nn1 be_vbz a_at1 poison_nn1 ,1911,goal,poison,eat,jj
wipe_vvd the_at poison_nn1 from_ii his_appge mouth_nn1 ,1913,locatum_out,poison,mouth,wipe
fill_vvz the_at soul_nn1 with_iw its_appge poison_nn1 ,1922,instrument,poison,soul,fill
drink_vv0 poison_nn1 from_ii a_at1 glass_nn1 ,1929,locatum_out,poison,glass,drink
absorb_vvi the_at poison_nn1 from_ii the_at tonsil_nn2 ,1938,locatum_out,poison,tonsil,absorb
use_vv0 no_at poison_nn1 on_ii their_appge arrow_nn2 ,1959,locatum_on,poison,arrow,use
inject_vvz the_at poison_nn1 from_ii her_appge sting_nn1 ,1962,locatum_out,poison,sting,inject
drain_vvg the_at poison_nn1 from_ii the_at wind_nn1 ,1965,locatum_out,poison,wind,drain
find_vvi a_at1 path_nn1 through_ii the_at poison_nn1 ,1973,instrument,poison,path,find
smell_vvi the_at poison_nn1 on_ii their_appge breath_nn2 ,1974,locatum_on,poison,breath,smell
drain_vvg the_at poison_nn1 from_ii the_at word_nn1 ,1975,locatum_out,poison,word,drain
take_vvd poison_nn1 on_ii the_at eve_nnt1 ,1979,locatum_on,poison,eve,take
exorcize_vvi the_at poison_nn2 from_ii his_appge body_nn1 ,1988,locatum_out,poison,body,exorcize
separate_vv0 the_at person_nn1 from_ii the_at poison_nn1 ,1990,location_out,poison,person,separate
say_vvz the_at plant_nn1 be_vbz a_at1 poison_nn1 ,1992,goal,poison,plant,say
purge_vvi the_at poison_nn1 from_ii her_appge system_nn1 ,1997,locatum_out,poison,system,purge
draw_vvi the_at poison_nn1 from_ii your_appge wound_nn2 ,2001,locatum_out,poison,wound,draw
put_vv0_vvd poison_nn2 on_ii the_at field_nn2 ,2002,locatum_on,poison,field,put
inject_vvg venom_nn1 from_ii a_at1 poison_nn1 ,2004,location_out,poison,venom,inject
relieve_vvd his_appge embarrassment_nn1 by_ii a_at1 precipitate_nn1 ,1824,instrument,precipitate,embarrassment,relieve
observe_vv0 the_at precipitate_nn1 on_ii the_at bottom_nn1 ,1933,locatum_on,precipitate,bottom,observe
wash_vv0 the_at precipitate_nn1 on_ii the_at paper_nn1 ,1933,locatum_on,precipitate,paper,wash
separate_vv0 the_at tannin_nn1 from_ii the_at precipitate_nn1 ,2003,location_out,precipitate,tannin,separate
pass_vvi a_at1 probe_nn1 from_ii the_at trunk_nn1 ,1910,locatum_out,probe,trunk,pass
protect_vvn the_at prince_nn1 from_ii her_appge probe_nn1 ,1988,location_out,probe,prince,protect
send_vvi its_appge probe_nn1 on_ii a_at1 mission_nn1 ,1992,locatum_on,probe,mission,send
take_vvz the_at probe_nn1 from_ii her_appge hand_nn1 ,1999,locatum_out,probe,hand,take
keep_vvi pace_nn1 with_iw the_at progress_nn1 ,1817,instrument,progress,pace,keep
keep_vvi pace_nn1 with_iw the_at progress_nn1 ,1825,instrument,progress,pace,keep
keep_vvg pace_nn1 with_iw the_at progress_nn1 ,1827,instrument,progress,pace,keep
keep_vvn pace_nn1 with_iw the_at progress_nn1 ,1828,instrument,progress,pace,keep
entitle_vvn an_at1 essay_nn1 on_ii the_at progress_nn1 ,1831,location_on,progress,essay,entitle
harangue_vvi the_at elector_nn2 during_ii the_at progress_nn1 ,1831,duration,progress,elector,harangue
mean_vv0 its_appge effect_nn2 on_ii the_at progress_nn1 ,1838,location_on,progress,effect,mean
keep_vvi pace_nn1 with_iw the_at progress_nn1 ,1839,instrument,progress,pace,keep
remove_vvi a_at1 rival_nn1_jj from_ii their_appge progress_nn1 ,1839,location_out,progress,rival,remove
keep_vvi pace_nn1 with_iw their_appge progress_nn1 ,1839,instrument,progress,pace,keep
report_vvi progress_nn1 on_ii the_at nebula_nn2 ,1842,locatum_on,progress,nebula,report
keep_vvn_vvd pace_nn1 with_iw the_at progress_nn1 ,1845,instrument,progress,pace,keep
trace_vvi his_appge progress_nn1 from_ii the_at moment_nn1 ,1845,locatum_out,progress,moment,trace
keep_vv0 pace_nn1 with_iw the_at progress_nn1 ,1845,instrument,progress,pace,keep
exert_vvi her_appge influence_nn1 on_ii the_at progress_nn1 ,1847,location_on,progress,influence,exert
keep_vvi pace_nn1 with_iw the_at progress_nn1 ,1847,instrument,progress,pace,keep
mark_vv0 their_appge progress_nn1 on_ii the_at journey_nn1 ,1851,locatum_on,progress,journey,mark
jj_vvg influence_nn1 on_ii its_appge progress_nn1 ,1852,location_on,progress,influence,jj
reach_vvn linlithgow_np1 on_ii his_appge progress_nn1 ,1853,location_on,progress,linlithgow,reach
keep_vvn pace_nn1 with_iw our_appge progress_nn1 ,1856,instrument,progress,pace,keep
identify_vvg their_appge aspiration_nn2 with_iw the_at progress_nn1 ,1856,instrument,progress,aspiration,identify
interweave_vvn his_appge work_nn1 with_iw the_at progress_nn1 ,1858,instrument,progress,work,interweave
employ_vvi his_appge ability_nn2 during_ii the_at progress_nn1 ,1858,duration,progress,ability,employ
make_vvn_vvd a_at1 progress_nn1 from_ii the_at top_nn1 ,1858,locatum_out,progress,top,make
keep_vvn pace_nn1 with_iw the_at progress_nn1 ,1859,instrument,progress,pace,keep
keep_vvd_vvn pace_nn1 with_iw the_at progress_nn1 ,1860,instrument,progress,pace,keep
take_vvi the_at initiative_nn1 during_ii the_at progress_nn1 ,1862,duration,progress,initiative,take
keep_vvi pace_nn1 with_iw the_at progress_nn1 ,1863,instrument,progress,pace,keep
continue_vvg their_appge misrepresentation_nn2 on_ii the_at progress_nn1 ,1863,location_on,progress,misrepresentation,continue
agitate_vv0 the_at heart_nn1 during_ii the_at progress_nn1 ,1863,duration,progress,heart,agitate
remove_vvi the_at obstacle_nn2 from_ii your_appge progress_nn1 ,1864,location_out,progress,obstacle,remove
keep_vv0 pace_nn1 with_iw the_at progress_nn1 ,1868,instrument,progress,pace,keep
develop_vvi their_appge character_nn2 with_iw the_at progress_nn1 ,1869,instrument,progress,character,develop
retain_vvi a_at1 veto_nn1 on_ii the_at progress_nn1 ,1870,location_on,progress,veto,retain
have_vhg music_nn1 during_ii the_at progress_nn1 ,1876,duration,progress,music,have
keep_vvi the_at peace_nn1 during_ii the_at progress_nn1 ,1876,duration,progress,peace,keep
watch_vvd his_appge progress_nn1 on_ii the_at rhine_np1 ,1877,locatum_on,progress,rhine,watch
keep_vvn pace_nn1 with_iw its_appge progress_nn1 ,1877,instrument,progress,pace,keep
keep_vvd_vvn pace_nn1 with_iw the_at progress_nn1 ,1879,instrument,progress,pace,keep
attack_vvd_vvn cooper_np1 during_ii its_appge progress_nn1 ,1882,duration,progress,cooper,attack
make_vvd progress_nn1 from_ii the_at start_nn1 ,1886,locatum_out,progress,start,make
make_vvd_vvn article_nn2 on_ii the_at progress_nn1 ,1889,location_on,progress,article,make
keep_vvi pace_nn1 with_iw the_at progress_nn1 ,1891,instrument,progress,pace,keep
make_vvz its_appge progress_nn1 from_ii the_at horse_nn1 ,1904,locatum_out,progress,horse,make
visit_vvd_vvn the_at scene_nn1 during_ii the_at progress_nn1 ,1905,duration,progress,scene,visit
impede_vvd her_appge progress_nn1 on_ii her_appge voyage_nn1 ,1905,locatum_on,progress,voyage,impede
shake_vvg the_at ground_nn1 with_iw its_appge progress_nn1 ,1921,instrument,progress,ground,shake
make_vvi a_at1 report_nn1 on_ii the_at progress_nn1 ,1921,location_on,progress,report,make
reiterate_vvd his_appge satisfaction_nn1 with_iw the_at progress_nn1 ,1922,instrument,progress,satisfaction,reiterate
make_vv0 a_at1 report_nn1 on_ii its_appge progress_nn1 ,1925,location_on,progress,report,make
express_vvg satisfaction_nn1 with_iw the_at progress_nn1 ,1928,instrument,progress,satisfaction,express
advise_vvi the_at court_nn1 on_ii the_at progress_nn1 ,1929,location_on,progress,court,advise
make_vvd progress_nn1 on_ii the_at upside_nn1 ,1929,locatum_on,progress,upside,make
report_vvz progress_nn1 on_ii the_at bridge_nn1 ,1931,locatum_on,progress,bridge,report
ii_vvg the_at progress_nn1 on_ii the_at chalice_nn1 ,1931,locatum_on,progress,chalice,ii
halt_vvg their_appge progress_nn1 on_ii the_at upside_nn1 ,1931,locatum_on,progress,upside,halt
jj_vv0 touch_nn1 with_iw the_at progress_nn1 ,1931,instrument,progress,touch,jj
see_vvd their_appge progress_nn1 from_ii the_at way_nn1 ,1934,locatum_out,progress,way,see
watch_vvg their_appge progress_nn1 from_ii his_appge doorway_nn1 ,1936,locatum_out,progress,doorway,watch
halt_vvi the_at texan_nn1 on_ii his_appge progress_nn1 ,1936,location_on,progress,texan,halt
make_vvi alteration_nn2 during_ii the_at progress_nn1 ,1937,duration,progress,alteration,make
disturb_vvi the_at progress_nn1 on_ii the_at pillar_nn1 ,1938,locatum_on,progress,pillar,disturb
jj_vv0 touch_nn1 with_iw the_at progress_nn1 ,1940,instrument,progress,touch,jj
claim_vvz_nn2 progress_nn1 on_ii the_at road_nn1 ,1945,locatum_on,progress,road,claim
report_vvd progress_nn1 on_ii the_at bridge_nn1 ,1945,locatum_on,progress,bridge,report
call_vvi a_at1 halt_nn1 on_ii the_at progress_nn1 ,1947,location_on,progress,halt,call
keep_vvn an_at1 eye_nn1 on_ii her_appge progress_nn1 ,1951,location_on,progress,eye,keep
make_vvd_vvn progress_nn1 on_ii the_at issue_nn1 ,1954,locatum_on,progress,issue,make
publish_vvi information_nn1 on_ii the_at progress_nn1 ,1954,location_on,progress,information,publish
keep_vvn pace_nn1 with_iw the_at progress_nn1 ,1956,instrument,progress,pace,keep
check_vvi progress_nn1 on_ii the_at runway_nn1 ,1956,locatum_on,progress,runway,check
publish_vvd_vvn a_at1 report_nn1 on_ii the_at progress_nn1 ,1960,location_on,progress,report,publish
keep_vvi an_at1 eye_nn1 on_ii your_appge progress_nn1 ,1960,location_on,progress,eye,keep
keep_vvi tab_nn2 on_ii the_at progress_nn1 ,1963,location_on,progress,tab,keep
jj_vvn study_nn2 on_ii the_at progress_nn1 ,1971,location_on,progress,study,jj
jj_vvg progress_nn1 on_ii the_at issue_nn2 ,1976,locatum_on,progress,issue,jj
stimulate_vvi progress_nn1 on_ii the_at road_nn1 ,1977,locatum_on,progress,road,stimulate
make_vvg progress_nn1 on_ii an_at1 agreement_nn1 ,1978,locatum_on,progress,agreement,make
connote_vvi progress_nn1 on_ii his_appge part_nn1 ,1980,locatum_on,progress,part,connote
hamper_vvi progress_nn1 on_ii the_at president_nn1 ,1985,locatum_on,progress,president,hamper
slow_vvi progress_nn1 on_ii the_at peace_nn1 ,1987,locatum_on,progress,peace,slow
hold_vvi hearing_nn2 on_ii the_at progress_nn1 ,1989,location_on,progress,hearing,hold
show_vvg the_at work_nn1 during_ii its_appge progress_nn1 ,1990,duration,progress,work,show
